"status","mean_age","sd_age","mean_tumor_size","sd_tumor_size","prop_white","prop_black_other","n_obs"
"Alive",53.7590962441315,8.80842010543713,29.268779342723,20.3031746706975,0.851819248826291,0.148180751173709,3408
"Dead",55.150974025974,9.69829080705389,37.1396103896104,24.1161145566895,0.827922077922078,0.172077922077922,616
